,leaid,rla_score,math_score,year
6548,4217790,74,54,2018
6549,4217850,87,77,2018
6550,4217880,77,72,2018
6551,4217940,87,74,2018
6552,4218030,77,72,2018
6553,4218090,72,77,2018
6554,4218120,67,42,2018
6555,4218150,77,77,2018
6556,4218210,84,74,2018
6557,4218240,74,64,2018
6558,4218270,84,79,2018
6559,4218300,68,59,2018
6560,4218330,87,82,2018
6561,4218360,82,77,2018
6562,4218390,82,82,2018
6563,4218450,52,22,2018
6564,4218510,88,77,2018
6565,4218570,67,57,2018
6566,4218580,52,52,2018
6567,4218590,47,27,2018
6568,4218630,82,81,2018
6569,4218660,92,85,2018
6570,4218740,77,62,2018
6571,4218750,81,77,2018
6572,4218780,67,47,2018
6573,4218810,92,87,2018
6574,4218840,83,75,2018
6575,4218900,72,77,2018
6576,4218930,90,83,2018
6577,4218960,94,93,2018
6578,4218990,48,38,2018
6579,4219020,52,57,2018
6580,4219050,82,77,2018
6581,4219140,67,72,2018
6582,4219170,61,49,2018
6583,4219200,77,72,2018
6584,4219290,79,66,2018
6585,4219350,82,77,2018
6586,4219470,89,84,2018
6587,4219500,59,59,2018
6588,4219530,64,64,2018
6589,4219560,77,77,2018
6590,4219650,72,62,2018
6591,4219680,57,42,2018
6592,4219710,77,67,2018
6593,4219800,82,72,2018
6594,4219830,54,44,2018
6595,4219860,82,82,2018
6596,4219890,86,84,2018
6597,4219920,92,92,2018
6598,4220040,54,38,2018
6599,4220100,78,70,2018
6600,4220130,72,47,2018
6601,4220220,77,72,2018
6602,4220250,87,77,2018
6603,4220310,87,77,2018
6604,4220370,76,67,2018
6605,4220400,67,62,2018
6606,4220430,77,72,2018
6607,4220460,54,44,2018
6608,4220520,87,87,2018
6609,4220550,88,80,2018
6610,4220580,92,87,2018
6611,4220640,67,67,2018
6612,4220730,77,72,2018
6613,4220760,49,49,2018
6614,4220850,87,57,2018
6615,4220910,72,62,2018
6616,4220970,82,77,2018
6617,4221090,60,47,2018
6618,4221120,67,72,2018
6619,4221150,77,72,2018
6620,4221180,64,64,2018
6621,4221200,78,69,2018
6622,4221240,72,67,2018
6623,4221270,49,69,2018
6624,4221330,67,57,2018
6625,4221420,82,87,2018
6626,4221490,52,37,2018
6627,4221510,92,87,2018
6628,4221540,67,62,2018
6629,4221570,77,77,2018
6630,4221660,82,77,2018
6631,4221690,72,62,2018
6632,4221810,57,67,2018
6633,4221840,77,77,2018
6634,4221870,88,78,2018
6635,4221910,72,57,2018
6636,4221930,82,72,2018
6637,4222050,82,77,2018
6638,4222060,82,82,2018
6639,4222140,87,87,2018
6640,4222170,77,77,2018
6641,4222200,64,54,2018
6642,4222230,87,72,2018
6643,4222260,87,87,2018
6644,4222290,84,84,2018
6645,4222320,57,52,2018
6646,4222350,87,82,2018
6647,4222370,77,72,2018
6648,4222380,87,82,2018
6649,4222400,47,32,2018
6650,4222410,82,82,2018
6651,4222440,84,81,2018
6652,4222470,82,77,2018
6653,4222530,82,72,2018
6654,4222560,92,89,2018
6655,4222590,77,77,2018
6656,4222600,92,87,2018
6657,4222620,82,82,2018
6658,4222740,82,72,2018
6659,4222770,82,83,2018
6660,4222790,57,47,2018
6661,4222800,32,17,2018
6662,4222830,42,27,2018
6663,4222860,82,68,2018
6664,4222920,74,74,2018
6665,4223010,57,57,2018
6666,4223040,67,57,2018
6667,4223220,77,72,2018
6668,4223250,57,57,2018
6669,4223490,67,57,2018
6670,4223550,62,52,2018
6671,4223640,91,94,2018
6672,4223700,62,77,2018
6673,4223760,82,77,2018
6674,4223790,82,72,2018
6675,4223820,72,77,2018
6676,4223850,77,67,2018
6677,4223880,69,49,2018
6678,4223970,57,57,2018
6679,4224000,77,72,2018
6680,4224030,82,77,2018
6681,4224060,84,54,2018
6682,4224090,72,62,2018
6683,4224120,64,64,2018
6684,4224150,72,67,2018
6685,4224210,93,90,2018
6686,4224240,87,82,2018
6687,4224300,72,62,2018
6688,4224320,63,49,2018
6689,4224360,67,57,2018
6690,4224390,89,80,2018
6691,4224480,77,82,2018
6692,4224510,82,77,2018
6693,4224540,82,77,2018
6694,4224570,94,90,2018
6695,4224630,62,72,2018
6696,4224650,82,62,2018
6697,4224750,77,77,2018
6698,4224790,92,92,2018
6699,4224820,70,63,2018
6700,4224870,72,82,2018
6701,4224960,78,75,2018
6702,4224970,87,82,2018
6703,4224990,67,62,2018
6704,4225080,57,52,2018
6705,4225110,76,79,2018
6706,4225140,74,74,2018
6707,4225170,82,67,2018
6708,4225200,82,72,2018
6709,4225230,62,52,2018
6710,4225290,86,88,2018
6711,4225440,54,44,2018
6712,4225590,92,77,2018
6713,4225650,82,77,2018
6714,4225680,67,47,2018
6715,4225740,77,72,2018
6716,4225830,78,67,2018
6717,4225870,27,27,2018
6718,4225950,62,52,2018
6719,4225980,77,67,2018
6720,4226010,77,72,2018
6721,4226040,74,74,2018
6722,4226070,77,72,2018
6723,4226130,82,67,2018
6724,4226250,70,63,2018
6725,4226300,52,36,2018
6726,4226390,52,38,2018
6727,4226400,64,54,2018
6728,4226430,74,74,2018
6729,4226460,80,75,2018
6730,4226520,77,72,2018
6731,4226550,82,72,2018
6732,4226580,88,83,2018
6733,4226610,87,87,2018
6734,4226700,72,62,2018
6735,4226730,77,67,2018
6736,4226760,77,72,2018
6737,4226810,66,64,2018
6738,4226820,42,32,2018
6739,4226850,92,87,2018
6740,4280020,49,30,2018
6741,4280090,72,62,2018
6742,4280130,77,67,2018
6743,4280200,30,30,2018
6744,4280220,37,37,2018
6745,4280290,34,32,2018
6746,4280370,30,30,2018
6747,7200030,41,11,2018
6748,4400003,37,12,2018
6749,4400004,42,17,2018
6750,4400008,44,24,2018
6751,4400015,62,52,2018
6752,4400017,44,15,2018
6753,4400030,82,77,2018
6754,4400031,24,15,2018
6755,4400032,34,15,2018
6756,4400036,42,17,2018
6757,4400065,62,37,2018
6758,4400090,62,42,2018
6759,4400150,67,47,2018
6760,4400210,51,26,2018
6761,4400240,49,27,2018
6762,4400270,66,41,2018
6763,4400300,87,77,2018
6764,4400330,42,18,2018
6765,4400360,67,47,2018
6766,4400420,57,37,2018
6767,4400540,42,22,2018
6768,4400570,72,47,2018
6769,4400630,62,37,2018
6770,4400660,72,57,2018
6771,4400720,32,22,2018
6772,4400750,81,59,2018
6773,4400780,42,22,2018
6774,4400810,72,52,2018
6775,4400840,23,10,2018
6776,4400870,72,52,2018
6777,4400900,27,15,2018
6778,4400960,72,37,2018
6779,4400990,72,32,2018
6780,4401020,67,52,2018
6781,4401050,52,32,2018
6782,4401110,51,25,2018
6783,4401140,47,27,2018
6784,4401170,67,37,2018
6785,4401200,33,14,2018
6786,4500002,72,52,2018
6787,4500004,69,49,2018
6788,4500690,82,82,2018
6789,4500720,66,49,2018
6790,4500750,47,22,2018
6791,4500780,79,61,2018
6792,4500810,77,32,2018
6793,4500840,57,72,2018
6794,4500870,92,72,2018
6795,4500900,70,52,2018
6796,4500930,67,67,2018
6797,4500960,69,24,2018
6798,4501020,54,64,2018
6799,4501050,44,44,2018
6800,4501080,52,47,2018
6801,4501110,82,73,2018
6802,4501170,73,57,2018
6803,4501250,67,37,2018
6804,4501440,78,65,2018
6805,4501500,73,50,2018
6806,4501530,72,45,2018
6807,4501560,69,53,2018
6808,4501740,69,44,2018
6809,4501770,62,42,2018
6810,4501800,77,62,2018
6811,4501830,62,32,2018
6812,4501860,56,47,2018
6813,4501920,67,57,2018
6814,4502010,85,61,2018
6815,4502070,62,37,2018
6816,4502100,57,47,2018
6817,4502130,68,51,2018
6818,4502160,72,62,2018
6819,4502190,62,37,2018
6820,4502220,49,34,2018
6821,4502250,84,74,2018
6822,4502280,65,44,2018
6823,4502310,78,60,2018
6824,4502340,56,45,2018
6825,4502370,64,24,2018
6826,4502400,77,72,2018
6827,4502430,52,42,2018
6828,4502460,74,34,2018
6829,4502490,83,69,2018
6830,4502520,57,27,2018
6831,4502550,75,56,2018
6832,4502580,67,50,2018
6833,4502610,67,42,2018
6834,4502640,72,52,2018
6835,4502670,42,32,2018
6836,4502700,79,74,2018
6837,4502730,66,39,2018
6838,4502760,62,52,2018
6839,4502790,62,7,2018
6840,4502820,83,60,2018
6841,4502970,72,52,2018
6842,4503000,67,32,2018
6843,4503030,72,55,2018
6844,4503060,76,50,2018
6845,4503150,47,62,2018
6846,4503180,67,47,2018
6847,4503210,61,39,2018
6848,4503330,79,49,2018
6849,4503360,72,35,2018
6850,4503390,81,67,2018
6851,4503460,47,32,2018
6852,4503480,85,72,2018
6853,4503510,82,67,2018
6854,4503540,72,42,2018
6855,4503570,77,67,2018
6856,4503600,82,75,2018
6857,4503630,80,60,2018
6858,4503660,78,50,2018
6859,4503750,42,32,2018
6860,4503780,57,22,2018
6861,4503810,66,54,2018
6862,4503840,76,69,2018
6863,4503870,73,61,2018
6864,4503900,90,86,2018
6865,4503901,83,60,2018
6866,4503902,62,38,2018
6867,4503908,62,47,2018
6868,4600002,77,37,2018
6869,4600025,69,30,2018
6870,4600028,69,30,2018
6871,4600036,44,34,2018
6872,4600041,69,30,2018
6873,4600045,84,64,2018
6874,4600052,62,47,2018
6875,4600053,64,34,2018
6876,4601026,69,49,2018
6877,4602070,66,37,2018
6878,4602640,69,49,2018
6879,4603720,69,69,2018
6880,4604680,69,30,2018
6881,4605610,57,42,2018
6882,4606360,74,54,2018
6883,4607400,74,44,2018
6884,4607950,82,62,2018
6885,4608520,72,52,2018
6886,4609512,69,30,2018
6887,4610560,64,44,2018
6888,4612000,47,27,2018
6889,4612300,44,24,2018
6890,4612940,69,30,2018
6891,4614100,49,30,2018
6892,4616950,74,44,2018
6893,4618120,62,47,2018
6894,4619410,62,42,2018
6895,4621340,74,64,2018
6896,4621390,69,30,2018
6897,4622410,49,49,2018
6898,4622940,69,49,2018
6899,4624390,84,34,2018
6900,4624540,69,30,2018
6901,4629880,69,49,2018
6902,4630490,69,49,2018
6903,4630800,64,44,2018
6904,4631350,62,27,2018
6905,4631710,77,37,2018
6906,4633360,74,54,2018
6907,4634480,52,27,2018
6908,4635480,47,37,2018
6909,4636990,77,52,2018
6910,4638220,69,69,2018
6911,4639600,67,27,2018
6912,4641300,44,24,2018
6913,4641550,57,32,2018
6914,4644770,69,30,2018
6915,4644940,67,22,2018
6916,4647942,54,15,2018
6917,4648390,72,57,2018
6918,4650670,69,30,2018
6919,4654300,64,34,2018
6920,4655260,67,57,2018
6921,4655710,49,30,2018
6922,4659820,70,46,2018
6923,4660450,74,64,2018
6924,4663360,49,49,2018
6925,4666270,66,47,2018
6926,4666300,74,64,2018
6927,4666930,57,37,2018
6928,4669930,72,47,2018
6929,4671880,69,49,2018
6930,4674370,77,37,2018
6931,4674520,69,30,2018
6932,4675420,64,24,2018
6933,4676620,77,47,2018
6934,4676740,69,49,2018
6935,4676990,69,30,2018
6936,4677460,69,30,2018
6937,4678300,54,54,2018
6938,4679710,64,34,2018
6939,4680100,49,49,2018
6940,4680430,72,47,2018
6941,4680438,84,64,2018
6942,4680440,30,30,2018
6943,4680441,54,15,2018
6944,4680445,49,30,2018
6945,4700001,45,17,2018
6946,4700060,52,27,2018
6947,4700090,31,16,2018
6948,4700144,54,12,2018
6949,4700147,5,2,2018
6950,4700148,18,6,2018
6951,4700149,48,28,2018
6952,4700151,62,11,2018
6953,4700152,53,20,2018
6954,4700153,45,18,2018
6955,4700180,22,9,2018
6956,4700240,27,22,2018
6957,4700270,22,12,2018
6958,4700300,31,18,2018
6959,4700330,37,18,2018
6960,4700360,48,33,2018
6961,4700420,24,7,2018
6962,4700450,32,22,2018
6963,4700510,28,13,2018
6964,4700570,29,7,2018
6965,4700630,31,16,2018
6966,4700660,22,22,2018
6967,4700690,38,14,2018
6968,4700750,30,16,2018
6969,4700780,43,17,2018
6970,4700850,37,12,2018
6971,4700900,41,24,2018
6972,4700960,32,22,2018
6973,4700990,32,22,2018
6974,4701020,42,13,2018
6975,4701050,31,22,2018
6976,4701080,42,32,2018
6977,4701110,37,32,2018
6978,4701200,37,7,2018
6979,4701230,27,12,2018
6980,4701290,33,17,2018
6981,4701390,49,69,2018
6982,4701400,50,41,2018
6983,4701410,27,12,2018
6984,4701440,37,17,2018
6985,4701470,40,27,2018
6986,4701500,57,57,2018
6987,4701530,17,7,2018
6988,4701590,31,8,2018
6989,4701650,22,12,2018
6990,4701680,32,17,2018
6991,4701740,33,17,2018
6992,4701770,12,7,2018
6993,4701800,52,34,2018
6994,4701830,41,17,2018
6995,4701890,34,24,2018
6996,4701920,32,17,2018
6997,4702010,42,17,2018
6998,4702070,22,17,2018
6999,4702100,39,25,2018
7000,4702130,60,57,2018
7001,4702160,32,22,2018
7002,4702190,52,34,2018
7003,4702220,43,12,2018
7004,4702280,24,15,2018
7005,4702310,26,15,2018
7006,4702340,37,28,2018
7007,4702400,42,22,2018
7008,4702430,32,7,2018
7009,4702490,57,22,2018
7010,4702520,32,22,2018
7011,4702550,32,17,2018
7012,4702580,28,9,2018
7013,4702640,27,13,2018
7014,4702670,39,22,2018
7015,4702700,67,12,2018
7016,4702760,23,9,2018
7017,4702790,37,42,2018
7018,4702820,32,14,2018
7019,4702880,28,14,2018
7020,4702910,42,22,2018
7021,4702970,32,17,2018
7022,4703000,32,22,2018
7023,4703030,38,19,2018
7024,4703060,47,17,2018
7025,4703180,23,7,2018
7026,4703240,53,12,2018
7027,4703270,32,12,2018
7028,4703300,32,22,2018
7029,4703330,37,17,2018
7030,4703390,37,22,2018
7031,4703420,44,24,2018
7032,4703450,32,22,2018
7033,4703480,33,16,2018
7034,4703510,35,31,2018
7035,4703540,30,30,2018
7036,4703590,41,9,2018
7037,4703600,33,14,2018
7038,4703690,41,20,2018
7039,4703720,27,7,2018
7040,4703750,37,22,2018
7041,4703780,32,24,2018
7042,4703870,32,22,2018
7043,4703960,42,17,2018
7044,4703990,36,21,2018
7045,4704020,42,34,2018
7046,4704080,33,13,2018
7047,4704100,32,7,2018
7048,4704170,57,22,2018
7049,4704200,32,17,2018
7050,4704230,42,12,2018
7051,4704260,27,12,2018
7052,4704290,22,22,2018
7053,4704320,24,15,2018
7054,4704350,35,8,2018
7055,4704380,49,25,2018
7056,4704440,32,12,2018
7057,4704470,41,7,2018
7058,4704500,22,18,2018
7059,4704530,61,31,2018
7060,4704550,45,14,2018
7061,4800002,30,30,2018
7062,4800003,34,30,2018
7063,4800004,12,7,2018
7064,4800005,49,49,2018
7065,4800006,30,49,2018
7066,4800008,76,59,2018
7067,4800009,57,37,2018
7068,4800010,44,35,2018
7069,4800011,52,32,2018
7070,4800012,57,32,2018
7071,4800014,34,74,2018
7072,4800016,9,10,2018
7073,4800020,12,7,2018
7074,4800022,32,47,2018
7075,4800029,24,44,2018
7076,4800030,46,22,2018
7077,4800034,52,52,2018
7078,4800037,44,34,2018
7079,4800041,22,17,2018
7080,4800042,54,34,2018
7081,4800044,22,12,2018
7082,4800053,27,12,2018
7083,4800054,45,35,2018
7084,4800055,43,32,2018
7085,4800058,67,77,2018
7086,4800061,64,24,2018
7087,4800062,34,24,2018
7088,4800063,22,22,2018
7089,4800070,54,54,2018
7090,4800074,42,64,2018
7091,4800076,15,15,2018
7092,4800080,37,64,2018
7093,4800093,9,2,2018
7094,4800105,17,22,2018
7095,4800106,12,34,2018
7096,4800108,54,49,2018
7097,4800109,34,24,2018
7098,4800115,17,15,2018
7099,4800118,77,92,2018
7100,4800124,64,74,2018
7101,4800125,22,27,2018
7102,4800132,47,15,2018
7103,4800133,12,27,2018
7104,4800163,84,62,2018
7105,4800184,37,32,2018
7106,4800195,57,57,2018
7107,4800203,27,37,2018
7108,4800204,32,22,2018
7109,4800205,17,22,2018
7110,4800207,33,14,2018
7111,4800209,53,69,2018
7112,4800210,50,71,2018
7113,4800211,59,47,2018
7114,4800213,54,34,2018
7115,4800231,87,64,2018
7116,4800232,54,84,2018
7117,4800235,72,24,2018
7118,4800241,47,62,2018
7119,4800252,49,49,2018
7120,4800253,12,12,2018
7121,4800257,35,12,2018
7122,4800258,72,54,2018
7123,4800259,12,7,2018
7124,4800264,47,17,2018
7125,4800266,51,57,2018
7126,4800268,32,17,2018
7127,4800272,62,77,2018
7128,4800274,57,67,2018
7129,4800292,55,45,2018
7130,4801400,44,44,2018
7131,4801405,78,62,2018
7132,4801409,42,62,2018
7133,4801410,62,30,2018
7134,4801412,44,24,2018
7135,4801414,32,27,2018
7136,4801415,30,30,2018
7137,4801420,72,27,2018
7138,4801421,47,42,2018
7139,4801425,52,64,2018
7140,4801427,74,49,2018
7141,4801428,22,17,2018
7142,4801429,92,64,2018
7143,4801434,7,22,2018
7144,4801440,55,47,2018
7145,4801441,72,30,2018
7146,4801443,64,34,2018
7147,4801444,34,34,2018
7148,4801450,44,34,2018
7149,4807350,60,63,2018
7150,4807380,49,49,2018
7151,4807410,54,64,2018
7152,4807440,35,49,2018
7153,4807470,52,47,2018
7154,4807530,24,30,2018
7155,4807590,58,42,2018
7156,4807650,47,37,2018
7157,4807680,44,49,2018
7158,4807710,26,35,2018
7159,4807780,70,54,2018
7160,4807800,26,35,2018
7161,4807830,32,33,2018
7162,4807890,74,67,2018
7163,4807950,47,47,2018
7164,4807980,32,24,2018
7165,4808090,39,41,2018
7166,4808100,62,34,2018
7167,4808130,36,43,2018
7168,4808190,42,47,2018
7169,4808230,52,27,2018
7170,4808280,37,54,2018
7171,4808310,38,43,2018
7172,4808340,42,32,2018
7173,4808400,57,34,2018
7174,4808430,37,44,2018
7175,4808550,27,52,2018
7176,4808580,27,42,2018
7177,4808610,54,54,2018
7178,4808670,77,67,2018
7179,4808700,39,35,2018
7180,4808730,57,54,2018
7181,4808870,40,37,2018
7182,4808880,32,32,2018
7183,4808910,52,67,2018
7184,4808940,51,53,2018
7185,4809030,44,30,2018
7186,4809060,30,64,2018
7187,4809150,52,22,2018
7188,4809200,43,56,2018
7189,4809280,24,30,2018
7190,4809300,42,37,2018
7191,4809330,30,30,2018
7192,4809360,37,37,2018
7193,4809390,52,32,2018
7194,4809410,42,44,2018
7195,4809450,66,77,2018
7196,4809540,44,30,2018
7197,4809570,31,26,2018
7198,4809630,26,22,2018
7199,4809670,30,24,2018
7200,4809690,62,44,2018
7201,4809720,26,36,2018
7202,4809780,57,54,2018
7203,4809810,52,42,2018
7204,4809860,49,38,2018
7205,4810140,42,32,2018
7206,4810170,44,54,2018
7207,4810200,26,20,2018
7208,4810230,46,44,2018
7209,4810260,37,37,2018
7210,4810320,47,17,2018
7211,4810350,57,52,2018
7212,4810380,69,30,2018
7213,4810440,30,30,2018
7214,4810470,52,57,2018
7215,4810500,22,17,2018
7216,4810590,62,37,2018
7217,4810710,78,67,2018
7218,4810740,44,64,2018
7219,4810780,47,37,2018
7220,4810800,32,32,2018
7221,4810830,49,49,2018
7222,4810890,42,22,2018
7223,4810910,67,54,2018
7224,4810950,34,15,2018
7225,4810990,52,62,2018
7226,4811010,42,42,2018
7227,4811040,32,32,2018
7228,4811110,42,57,2018
7229,4811190,35,21,2018
7230,4811220,32,37,2018
7231,4811250,44,69,2018
7232,4811280,38,37,2018
7233,4811310,52,62,2018
7234,4811340,37,47,2018
7235,4811430,34,49,2018
7236,4811460,57,62,2018
7237,4811580,27,67,2018
7238,4811610,22,47,2018
7239,4811640,42,32,2018
7240,4811680,42,60,2018
7241,4811700,39,27,2018
7242,4811730,42,15,2018
7243,4811790,30,19,2018
7244,4811820,24,69,2018
7245,4811990,37,74,2018
7246,4812060,57,52,2018
7247,4812090,42,42,2018
7248,4812120,32,37,2018
7249,4812180,50,45,2018
7250,4812220,39,22,2018
7251,4812240,34,49,2018
7252,4812390,62,72,2018
7253,4812420,52,56,2018
7254,4812460,52,57,2018
7255,4812480,34,57,2018
7256,4812510,67,72,2018
7257,4812640,37,32,2018
7258,4812660,34,24,2018
7259,4812700,64,74,2018
7260,4812750,62,62,2018
7261,4812780,41,29,2018
7262,4812810,49,51,2018
7263,4812870,27,15,2018
7264,4812990,32,42,2018
7265,4813020,87,79,2018
7266,4813050,40,40,2018
7267,4813110,52,62,2018
7268,4813170,33,37,2018
7269,4813200,47,64,2018
7270,4813230,32,35,2018
7271,4813260,54,54,2018
7272,4813290,67,57,2018
7273,4813320,37,37,2018
7274,4813350,34,24,2018
7275,4813410,34,44,2018
7276,4813440,57,37,2018
7277,4813500,37,27,2018
7278,4813530,58,52,2018
7279,4813590,35,32,2018
7280,4813620,30,49,2018
7281,4813680,57,62,2018
7282,4813710,24,15,2018
7283,4813800,44,34,2018
7284,4813860,47,47,2018
7285,4813890,49,69,2018
7286,4813920,42,49,2018
7287,4813960,67,77,2018
7288,4813980,49,30,2018
7289,4814010,64,30,2018
7290,4814070,52,62,2018
7291,4814130,42,32,2018
7292,4814160,49,49,2018
7293,4814190,34,34,2018
7294,4814250,44,69,2018
7295,4814280,60,59,2018
7296,4814310,41,15,2018
7297,4814370,31,20,2018
7298,4814400,47,34,2018
7299,4814430,34,38,2018
7300,4814450,37,37,2018
7301,4814490,47,47,2018
7302,4814520,32,12,2018
7303,4814550,57,47,2018
7304,4814580,52,24,2018
7305,4814640,47,57,2018
7306,4814670,31,22,2018
7307,4814700,37,42,2018
7308,4814730,60,58,2018
7309,4814760,47,62,2018
7310,4814790,42,37,2018
7311,4814820,27,22,2018
7312,4814850,42,47,2018
7313,4814880,37,42,2018
7314,4814970,22,32,2018
7315,4815000,57,50,2018
7316,4815120,24,49,2018
7317,4815150,47,62,2018
7318,4815180,60,69,2018
7319,4815210,79,55,2018
7320,4815240,45,35,2018
7321,4815270,34,53,2018
7322,4815300,32,52,2018
7323,4815330,40,61,2018
7324,4815400,27,17,2018
7325,4815480,34,69,2018
7326,4815510,42,37,2018
7327,4815540,27,37,2018
7328,4815600,74,64,2018
7329,4815690,27,24,2018
7330,4815720,37,27,2018
7331,4815750,43,45,2018
7332,4815810,44,54,2018
7333,4815840,44,64,2018
7334,4815870,30,69,2018
7335,4815910,37,38,2018
7336,4815930,32,42,2018
7337,4815960,42,27,2018
7338,4816020,44,44,2018
7339,4816080,42,54,2018
7340,4816110,54,57,2018
7341,4816180,32,22,2018
7342,4816200,37,47,2018
7343,4816230,32,43,2018
7344,4816290,47,15,2018
7345,4816380,47,64,2018
7346,4816410,32,44,2018
7347,4816440,37,44,2018
7348,4816500,50,57,2018
7349,4816530,49,56,2018
7350,4816570,37,24,2018
7351,4816620,27,29,2018
7352,4816710,43,52,2018
7353,4816740,49,51,2018
7354,4816770,37,67,2018
7355,4816860,26,19,2018
7356,4816890,34,34,2018
7357,4816950,42,47,2018
7358,4817010,32,44,2018
7359,4817040,32,52,2018
7360,4817070,37,45,2018
7361,4817100,27,17,2018
7362,4817160,37,27,2018
7363,4817280,74,69,2018
7364,4817390,23,31,2018
7365,4817460,54,30,2018
7366,4817580,37,47,2018
7367,4817610,25,61,2018
7368,4817640,32,22,2018
7369,4817700,50,42,2018
7370,4817730,43,59,2018
7371,4817760,89,72,2018
7372,4817790,47,57,2018
7373,4817830,62,34,2018
7374,4817850,27,7,2018
7375,4817880,52,52,2018
7376,4817960,37,27,2018
7377,4818000,29,20,2018
7378,4818030,49,49,2018
7379,4818060,29,38,2018
7380,4818070,49,69,2018
7381,4818120,42,44,2018
7382,4818150,20,28,2018
7383,4818180,26,41,2018
7384,4818210,37,37,2018
7385,4818280,39,27,2018
7386,4818300,35,49,2018
7387,4818330,69,69,2018
7388,4818360,28,17,2018
7389,4818390,47,57,2018
7390,4818480,57,64,2018
7391,4818540,42,44,2018
7392,4818600,54,30,2018
7393,4818690,49,69,2018
7394,4818720,57,37,2018
7395,4818750,54,44,2018
7396,4818780,54,49,2018
7397,4818810,31,45,2018
7398,4818900,32,57,2018
7399,4818940,82,62,2018
7400,4819080,62,47,2018
7401,4819110,44,44,2018
7402,4819140,49,49,2018
7403,4819170,22,27,2018
7404,4819280,64,49,2018
7405,4819320,37,17,2018
7406,4819350,42,37,2018
7407,4819380,62,58,2018
7408,4819440,34,74,2018
7409,4819560,57,57,2018
7410,4819620,57,54,2018
7411,4819650,55,52,2018
7412,4819700,23,32,2018
7413,4819740,72,72,2018
7414,4819770,57,64,2018
7415,4819820,27,12,2018
7416,4819830,53,38,2018
7417,4819840,50,37,2018
7418,4819950,70,77,2018
7419,4819980,37,44,2018
7420,4820010,79,72,2018
7421,4820040,34,30,2018
7422,4820070,54,69,2018
7423,4820100,30,69,2018
7424,4820130,34,30,2018
7425,4820160,62,47,2018
7426,4820190,27,37,2018
7427,4820220,33,22,2018
7428,4820250,39,50,2018
7429,4820280,31,26,2018
7430,4820310,32,22,2018
7431,4820340,44,40,2018
7432,4820400,52,54,2018
7433,4820460,64,34,2018
7434,4820500,42,32,2018
7435,4820550,52,47,2018
7436,4820600,51,22,2018
7437,4820640,47,62,2018
7438,4820700,32,57,2018
7439,4820760,37,47,2018
7440,4820790,69,49,2018
7441,4820850,62,47,2018
7442,4820960,42,47,2018
7443,4821000,44,69,2018
7444,4821030,27,27,2018
7445,4821060,25,32,2018
7446,4821090,30,30,2018
7447,4821150,34,40,2018
7448,4821270,34,49,2018
7449,4821300,69,49,2018
7450,4821330,49,30,2018
7451,4821360,42,77,2018
7452,4821390,27,22,2018
7453,4821420,33,50,2018
7454,4821450,42,22,2018
7455,4821540,67,72,2018
7456,4821590,54,44,2018
7457,4821600,37,47,2018
7458,4821630,24,15,2018
7459,4821660,76,56,2018
7460,4821720,36,34,2018
7461,4821750,42,32,2018
7462,4821780,42,38,2018
7463,4821810,32,22,2018
7464,4821900,42,24,2018
7465,4821930,74,74,2018
7466,4821960,57,34,2018
7467,4822050,47,44,2018
7468,4822120,57,67,2018
7469,4822170,58,46,2018
7470,4822230,37,27,2018
7471,4822260,34,30,2018
7472,4822320,52,42,2018
7473,4822350,69,69,2018
7474,4822380,32,57,2018
7475,4822410,62,77,2018
7476,4822470,31,36,2018
7477,4822500,57,67,2018
7478,4822530,40,48,2018
7479,4822560,62,57,2018
7480,4822590,57,42,2018
7481,4822740,54,34,2018
7482,4822770,47,42,2018
7483,4822800,37,24,2018
7484,4822830,22,22,2018
7485,4822890,47,47,2018
7486,4822920,22,17,2018
7487,4822970,52,47,2018
7488,4822980,52,47,2018
7489,4823010,27,34,2018
7490,4823070,34,49,2018
7491,4823100,31,27,2018
7492,4823160,49,49,2018
7493,4823190,69,69,2018
7494,4823250,92,81,2018
7495,4823280,32,17,2018
7496,4823310,22,32,2018
7497,4823370,57,64,2018
7498,4823400,67,67,2018
7499,4823430,37,47,2018
7500,4823460,47,54,2018
7501,4823490,52,57,2018
7502,4823640,33,28,2018
7503,4823670,57,37,2018
7504,4823790,52,62,2018
7505,4823820,44,47,2018
7506,4823850,62,52,2018
7507,4823880,17,49,2018
7508,4823910,55,39,2018
7509,4824000,37,52,2018
7510,4824030,33,8,2018
7511,4824060,66,67,2018
7512,4824100,51,37,2018
7513,4824120,62,82,2018
7514,4824150,67,67,2018
7515,4824180,37,32,2018
7516,4824210,32,52,2018
7517,4824240,64,49,2018
7518,4824260,42,52,2018
7519,4824330,27,12,2018
7520,4824420,30,36,2018
7521,4824450,34,34,2018
7522,4824480,57,47,2018
7523,4824530,42,34,2018
7524,4824590,35,37,2018
7525,4824600,42,32,2018
7526,4824630,32,22,2018
7527,4824730,42,37,2018
7528,4824750,32,32,2018
7529,4824780,52,57,2018
7530,4824810,52,32,2018
7531,4824840,32,15,2018
7532,4824900,74,30,2018
7533,4824930,47,64,2018
7534,4824960,37,37,2018
7535,4824990,40,30,2018
7536,4825020,34,34,2018
7537,4825140,47,47,2018
7538,4825170,67,65,2018
7539,4825200,41,36,2018
7540,4825230,47,22,2018
7541,4825260,66,62,2018
7542,4825320,42,32,2018
7543,4825440,32,37,2018
7544,4825500,42,27,2018
7545,4825530,37,34,2018
